"AED Serial Number",Model/Type,"School Location","School Name","School Code","Building Code",Region,"Is Cooling Center?",City,Zip,Floor,"Summer School?",Complete?,"Date Completed",Invoiced?,Recalled?,RMA?,"AED Location","Pads A","Pads B","Pediatric Pads","G 2005","Spare Battery Install Before Date",Battery,"Medical Director","Municipal Filing","Num Drills","Num Service Calls","Service History","Last Service Date","Trainer Name","# Trained","Contact Name","Contact Phone","Contact Email"
B16I-01074,FRX,"2900 Bedford Avenue","Brooklyn College Academy - Campus Site (K555)",22-K-555,,22K555,N,Brooklyn,11210,,No,Yes,"2017-01-20 12:16:28",No,No,No,"PSAL - Roosevelt Gym",2026-07-01,2026-07-01,,N,2028-05-01,2021-05-01,,,38,25,"Out with Coach: 2017-12-20 13:34:23
Out with Coach: 2018-03-09 11:26:45
AED Marked Unavailable 

Out with Coach: 2022-01-14 12:04:23
Out with Coach: 2025-06-10 12:28:42",2025-11-03,"Blake Karnes",3,"Lynelle Rennis",7189515941,lrennis@schools.nyc.gov
B16I-01075,FRX,"5800 Tilden Avenue","It Takes a Village Academy",18-K-563,,,N,Brooklyn,11203,,No,Yes,"2016-12-07 14:00:09",No,No,No,PSAL,2026-07-01,2026-07-01,,N,2029-10-01,2025-05-01,,,17,15,"AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2024-01-17 13:32:06
Out with Coach: 2025-12-10 10:58:54",2025-05-08,,12,"Jill DeSiano",718-629-2307,JDesian@schools.nyc.gov
B16I-01077,FRX,"18 Marlborough Road","P.S. 249 The Caton",17-K-249,K249,6,N,Brooklyn,11226,,No,Yes,"2017-01-13 13:31:34",No,No,No,"Main Entrance",2026-01-01,2026-01-01,key,N,2028-05-01,2023-01-01,,,37,22,,2025-09-16,"Blake Karnes",9,"James Horan",718-282-8828,Jhoran3@schools.nyc.gov
B16I-01078,FRX,"845 East 96 Street","P.S. 66 Brooklyn",18-K-066,K066,,N,Brooklyn,11236,,No,Yes,"2016-10-25 14:50:43",No,No,No,"3rd Floor, Outside Room 307",2026-01-01,2026-01-01,key,N,2028-08-01,2024-01-01,,,34,19,"wall cab needs new batteries.  advised school to change nine volt batteries.  -4.29.19",2025-02-24,,9,"Mohamed Khan",718-922-3505,MKhan@schools.nyc.gov
B16I-01079,FRX,"90-40 150 Street","ALC - Jamaica Academy",88-Q-987,Q883,QUEENSALC,N,Jamaica,11435,,No,Yes,"2016-11-18 15:32:16",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2028-05-01,2022-07-01,,,13,11,,2025-10-23,"Vinny Catania ",1,"LAKIBA RICHMOND ","(718) 526-0670 x279",LRichmo3@schools.nyc.gov
B16I-01080,FRX,"35-12 35 Avenue","Frank Sinatra School of the Arts High School",30-Q-501,Q570,,N,Astoria,11106,,No,Yes,"2016-11-28 10:35:21",No,No,No,"3rd Floor, Outside Stairway A",2028-04-01,2026-01-01,key,N,2022-05-01,,,,38,37,,2026-01-23,"Peter Shikar",6,"mike medea",718-361-9920,mmedea@schools.nyc.gov
B16I-01905,,"850 Grand Street","PROGRESS High School for Professional Careers",14-K-474,,8,N,Brooklyn,11211,,No,Yes,"2016-11-18 13:51:18",No,No,No,PSAL,2024-03-01,2024-03-01,,N,2022-07-01,2020-09-01,,,36,34,"Out with Coach: 2018-05-01 11:45:07
AED Marked Unavailable 

Out with Coach: 2019-02-27 09:54:10
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2020-11-06 10:38:15
AED Marked Unavailable 

Out with Coach: 2021-04-10 12:15:29
AED Marked Unavailable 

Out with Coach: 2022-10-13 18:08:58
Out with Coach: 2023-10-05 11:42:36
Out with Coach: 2024-12-04 12:17:45",2023-03-20,"Jonathan Cruz",11,"Johnny Chavez",3472316178,jchavez3@schools.nyc.gov
B16I-02274,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,Q452,4,N,Queens,11106,,No,Yes,"2016-11-03 11:41:53",No,No,No,"5th fl across from 543",2026-07-01,2026-07-01,key,N,2022-07-01,,,,41,40,,2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-02605,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,K440,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:26:10",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2028-05-01,2023-05-01,,,25,17,"needs 9 volt batteries - 11/29/18 (Dan Ermert)",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-02726,FRX,"167-01 Gothic Drive","High School For Community Leadership",28-Q-328,Q470,,N,Jamaica,11432,,No,Yes,"2016-11-14 15:22:11",No,No,No,"OUTSIDE ROOM-322",2026-07-01,2026-07-01,key,N,2027-10-01,2022-09-01,,,7,9,"Out with Coach: 2018-01-31 13:47:55
Out with Coach: 2018-01-31 13:47:55",2026-01-16,"Steve Rizzo",10,"Neeta Ahmed",,nahmed7@schools.nyc.gov
B16I-02780,,"33-52 62 Street","P.S. 152 Gwendoline N. Alleyne School",30-Q-152,Q152,4,N,Woodside,11377,"3rd floor",No,Yes,"2017-04-05 13:51:26",No,No,No,"Outside of Room 326",2028-05-01,2026-02-01,key,N,2030-11-01,2025-10-01,,,39,25,,2026-02-02,"Peter Shikar",8,"Elizabeth Economakos","718 429 3141",EEconomakos@schools.nyc.gov
B16I-03413,FRX,"167-01 Gothic Drive","High School For Community Leadership",28-Q-328,Q470,,N,Jamaica,11432,,No,Yes,"2016-11-14 15:22:12",No,No,No,"OUTSIDE POOL AREA (to be moved to hallway stairwell 14-15)",2026-07-01,2026-07-01,,N,2027-10-01,2022-09-01,,,7,9,"still needs to be moved - 01/31/18 (Dan Ermert)
still in pool area despite numerous requests to have it moved. Feb 6 2019
aed is still in pool area. advised to have moved to outside the gym near exit 14-15 - 10.18.19 Dan Ermert",2025-04-24,"Steve Rizzo",10,"Neeta Ahmed",,nahmed7@schools.nyc.gov
B16I-03694,,"33-52 62 Street","P.S. 152 Gwendoline N. Alleyne School",30-Q-152,Q152,4,N,Woodside,11377,"1st Floor",No,Yes,"2017-04-05 13:51:27",No,No,No,"Outside of Room 106",2028-05-01,2026-02-01,key,N,2031-05-01,2026-02-01,,,39,25,,2026-02-02,"Peter Shikar",8,"Elizabeth Economakos","718 429 3141",EEconomakos@schools.nyc.gov
B16I-03697,FRX,"167-01 Gothic Drive","High School For Community Leadership",28-Q-328,Q470,,N,Jamaica,11432,,No,Yes,"2016-11-14 15:22:12",No,No,No,"OUTSIDE Room -221B",2026-07-01,2026-07-01,key,N,2031-10-01,2026-01-01,,,7,9,,2026-01-16,"Steve Rizzo",10,"Neeta Ahmed",,nahmed7@schools.nyc.gov
B16I-03698,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:42:05",No,No,No,psal,2026-07-01,2026-07-01,key,N,2018-03-01,,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2021-06-02 13:51:28
AED Marked Unavailable 

Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27
Out with Coach: 2024-12-13 10:08:47
Out with Coach: 2025-05-23 09:29:32",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03699,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,K440,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:13:47",No,No,No,"Outside Room 218",2026-07-01,2026-07-01,key,N,2028-05-01,2029-09-01,,,25,17,"Out with Coach: 2017-01-11 11:44:07
AED Marked Unavailable 
wall cab is missing window. new wall cab should be addressed to Ryan Maxwell.  - 05/01/18 (Dan Ermert)
wall cab window is missing. new wall cab and keys to be addressed to Andrew samberg - 11/29/18 (Dan Ermert)",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03763,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,K440,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:14:42",No,No,No,"Outside Room 428",2026-07-01,2026-07-01,key,N,2028-05-01,2020-09-01,,,25,17,"needs new 9 volt batteries - 11/29/18 (Dan Ermert)",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03802,FRX,"2951 West 3 Street","P.S. 100 The Coney Island School",21-K-100,K100,7,N,Brooklyn,11224,,No,Yes,"2016-11-17 15:52:11",No,No,No,"Main Entrance",2026-01-01,2026-01-01,key,N,2028-05-01,2022-12-01,,,40,22,,2025-10-22,"David Cirillo",8,"Susan mazzeo",7183822760,sfurtado2@schools.nyc.gov
B16I-03804,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:23:53",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-05-01,2020-09-01,,,25,17,"Out with Coach: 2017-05-23 11:57:14
Out with Coach: 2018-05-01 13:43:07
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-06-10 11:17:59
AED Marked Unavailable 

Out with Coach: 2024-01-18 11:18:12",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03805,FRX,"1396 Broadway","Brooklyn High School for Law and Technology",16-K-498,,8,N,Brooklyn,11221,,No,Yes,"2016-11-28 16:56:12",No,No,No,PSAL,2026-05-01,2026-05-01,,N,2022-07-01,,,,36,27,"needs scissors only - 12/20/17 (Sergio Claudio)
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2026-01-12 11:59:21",2025-01-17,,10,"Michael Lloyd ",6462401575,mlloyd4@schools.nyc.gov
B16I-03806,FRX,"9301 Avenue B","P.S. 233 Langston Hughes",18-K-233,K233,6,N,Brooklyn,11236,,No,Yes,"2016-10-20 16:02:52",No,No,No,"Outside Room 305",2026-01-01,2026-01-01,key,N,2028-08-01,2023-10-01,,,36,24,"11/17/22 - called about a chirping AED; Replaced battery and it is ""ready for use"" SG
wall cab needs new batteries, advised school to change nine volt batteries. -4.29.19
AED Marked Unavailable 
",2025-02-24,,11," Denean Stevens-Spellman",718-346-8103," "
B16I-03807,FRX,"71-77 Clinton Avenue","Benjamin Banneker Academy",13-K-670,,,N,Brooklyn,11205,,No,Yes,"2025-06-25 12:12:14",No,No,No,PSAL,2026-01-01,2026-01-01,,N,2022-07-01,2023-04-01,,,37,35,"KS339648
Out with Coach: 2025-11-21 12:39:02",2025-06-11,"Jonathan Cruz",22,"Steven Green (retiring Fall 2024)",917-545-2227,stevenmel718@aol.com
B16I-03826,FRX,"9301 Avenue B","P.S. 233 Langston Hughes",18-K-233,K233,6,N,Brooklyn,11236,,No,Yes,"2016-10-20 16:03:05",No,No,No,"Main Entrance",2026-01-01,2026-01-01,key,N,2028-05-01,2023-05-01,,,36,24,"wall cab needs new batteries,  advised school to change nine volt batteries.  - 4.29.19
AED Marked Unavailable 
",2025-02-24,,11," Denean Stevens-Spellman",718-346-8103," "
B16I-03827,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:42:21",No,No,No,psal,2026-07-01,2026-07-01,key,N,2028-05-01,2023-01-01,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03843,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:26:56",No,No,No,PSAL,2026-07-01,2028-05-01,key,N,2028-05-01,2022-06-01,,,25,17,"Out with Coach: 2017-01-11 11:44:07
AED Marked Unavailable 

Out with Coach: 2017-05-23 11:57:14
Out with Coach: 2018-05-01 13:43:07
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-06-10 11:17:59
AED Marked Unavailable 

Out with Coach: 2024-01-18 11:18:12",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03844,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,Q452,4,N,Queens,11106,,No,Yes,"2016-11-03 11:42:28",No,No,No,"pool office",2026-07-01,2026-07-01,key,N,2022-07-01,,,,41,40,,2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03845,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:42:36",No,No,No,psal,2026-07-01,2026-07-01,key,N,2022-10-01,2023-11-01,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2021-06-02 13:51:28
AED Marked Unavailable 

Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27
Out with Coach: 2025-05-23 09:29:32",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03846,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,Q452,4,N,Queens,11106,,No,Yes,"2016-11-03 11:42:44",No,No,No,"4th fl across from 445",2026-07-01,2026-07-01,key,N,2029-08-01,2024-06-01,,,41,40,,2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03847,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:42:52",No,No,No,psal,2026-07-01,2026-07-01,key,N,2028-05-01,2023-01-01,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27
Out with Coach: 2023-06-13 11:26:03",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03848,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:30:49",No,No,No,PSAL,2028-05-01,2026-01-01,key,N,2022-07-01,2020-09-01,,,25,17,"Out with Coach: 2017-01-11 11:44:07
AED Marked Unavailable 

Out with Coach: 2017-05-23 11:57:14
Out with Coach: 2018-05-01 13:43:07
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-06-10 11:17:59
AED Marked Unavailable 

Out with Coach: 2024-01-18 11:18:12",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03849,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,K440,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:25:29",No,No,No,"Outside Room 516",2026-07-01,2026-07-01,key,N,2028-05-01,2023-05-01,,,25,17,"needs new 9 volt batteries  - 11/29/18 (Dan Ermert)",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03855,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:43:02",No,No,No,psal,2026-07-01,2026-07-01,key,N,2028-05-01,,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27
Out with Coach: 2025-05-23 09:29:32",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03856,FRX,"5601 16th Avenue","The SEEALL Academy",20-K-180,K180,7,N,Brooklyn,11204,,No,Yes,"2016-11-17 09:45:46",No,No,No,"5th floor outside RM 514",2028-04-01,2026-01-01,key,N,2028-11-01,2023-06-01,,,39,19,,2025-12-15,,14,"Nicole Adisano",718-851-8070,nadisano@schools.nyc.gov
B16I-03861,FRX,"167-01 Gothic Drive","High School For Community Leadership",28-Q-328,Q470,,N,Jamaica,11432,,No,Yes,"2016-11-14 15:22:13",No,No,No,"BASEMENT OUTSIDE CAFETERIA",2026-07-01,2026-07-01,key,N,2022-07-01,,,,7,9,,2026-01-16,"Steve Rizzo",10,"Neeta Ahmed",,nahmed7@schools.nyc.gov
B16I-03863,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:23:26",No,No,No,PSAL,2028-05-01,2026-01-01,key,N,2028-05-01,2020-09-01,,,25,17,"Out with Coach: 2017-01-11 11:44:07
AED Marked Unavailable 

Out with Coach: 2017-05-23 11:57:14
Out with Coach: 2018-05-01 13:43:07
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2024-01-18 11:18:12",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03864,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,K440,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:24:46",No,No,No,"Outside Room 328",2026-07-01,2026-07-01,key,N,2023-05-01,2022-05-01,,,25,17,"wall cab alarm malfunctions.  2 new wall cabs and keys to be addressed to Andrew samberg - 11/29/18 (Dan Ermert)",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03865,FRX,"167-01 Gothic Drive","High School For Community Leadership",28-Q-328,Q470,,N,Jamaica,11432,,No,Yes,"2016-11-14 15:22:14",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2022-07-01,,,,7,9,,2026-01-16,"Steve Rizzo",10,"Neeta Ahmed",,nahmed7@schools.nyc.gov
B16I-03867,FRX,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,Yes,"2016-11-03 11:43:11",No,No,No,psal,2026-07-01,2026-07-01,key,N,2028-05-01,2023-01-01,,,41,40,"Out with Coach: 2021-01-22 12:39:59
Out with Coach: 2022-01-28 12:20:00
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-06-02 14:36:46
Out with Coach: 2022-12-22 10:41:27
Out with Coach: 2025-05-23 09:29:32",2025-11-19,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
B16I-03868,FRX,"2401 Neptune Avenue","Mark Twain I.S. 239 for the Gifted & Talented",21-K-239,K239,7,N,Brooklyn,11224,,No,Yes,"2016-10-20 16:21:55",No,No,No,"main entrance",2026-01-01,2026-01-01,key,N,2025-03-01,2022-11-01,,,40,21,,2025-10-21,"David Cirillo",12,"Chris Rodriguez",718-266-0814,crodrig@schools.nyc.gov
B16I-03869,FRX,"883 Classon Avenue","International High School at Prospect Heights",17-K-524,,,N,Brooklyn,11225,,No,Yes,"2016-10-31 15:22:59",No,No,No,PSAL,2028-05-01,2026-01-01,key,N,2027-05-01,2022-01-01,,,25,17,"Out with Coach: 2017-05-23 11:57:14
Out with Coach: 2018-05-01 13:43:07
AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2024-01-18 11:18:12
Out with Coach: 2024-12-10 13:47:55",2026-01-15,,5,"Giuseppe Catania",718-230-6200,gcatania2@schools.nyc.gov
B16I-03872,FRX,"1001 East 100 Street","I.S. 211 John Wilson",18-K-211,K211,,N,Brooklyn,11236,,No,Yes,"2016-10-25 15:24:58",No,No,No,"Main Entrance",2026-01-01,2026-01-01,key,N,2028-08-01,2024-01-01,,,39,21,,2025-02-13,,3,"Dorothea Crawford",718-251-4411,"dcrawfo3@schools.nyc.gov "
B16I-04162,FRX,"696 Jamaica Avenue","P.S. 065 Brooklyn",19-K-065,K798,5,N,Brooklyn,11208,,No,Yes,"2017-03-21 11:57:35",No,No,No,"outside room 301",2026-07-01,2026-07-01,key,N,2028-05-01,,,,38,20,,2025-11-26,"Rodney Riddick",9,"Ilana Mandel",718-235-2223,imandel3@schools.nyc.gov
B16I-04165,FRX,"101 Park Avenue","Dr. Susan S. McKinney Secondary School of the Arts",13-K-265,K265,8,N,Brooklyn,11205,,No,Yes,"2016-12-01 15:42:00",No,No,No,"Main Entrance By School Safety",2028-03-01,2028-03-01,key,N,2027-10-01,2022-06-01,,,36,16,,2025-11-21,"Jonathan Cruz",5,"Clifford Smith",4055146989,csmith26@schools.nyc.gov
B16J-00292,FRX,"1155 Dekalb Avenue","EBC High School for Public Service - Bushwick",32-K-545,,4,N,Brooklyn,11221,,No,Yes,"2016-11-29 10:40:27",No,No,No,PSAL,2020-11-01,2020-09-01,,N,2022-05-01,,,,41,20,"AED Marked Unavailable 
",2019-05-31,,5,"Keith Santos",3479968574,ksantos2@schools.nyc.gov
B16J-00531,FRX,"2401 Neptune Avenue","Mark Twain I.S. 239 for the Gifted & Talented",21-K-239,K239,7,N,Brooklyn,11224,,No,Yes,"2016-10-20 16:21:59",No,No,No,"outside RM 311",2026-02-01,2026-01-01,key,N,2025-03-01,2022-11-01,,,40,21,,2025-10-21,"David Cirillo",12,"Chris Rodriguez",718-266-0814,crodrig@schools.nyc.gov
B16J-00540,FRX,"355 37th Street","P371K - Lillian Rashkis School (K371)",75-K-371,K371,75K371,N,Brooklyn,11232,,No,Yes,"2016-11-29 11:40:07",No,No,No,"main entrance security",2028-03-01,2026-01-01,key,N,2024-02-01,2020-02-01,,,37,22,,2026-03-04,"Blake Karnes",3,"Heather Miller",718-788-7608,hmiller12@schools.nyc.gov
B16J-00544,FRX,"99 Avenue P","I.S. 096 Seth Low",21-K-096,K096,,N,Brooklyn,11204,,No,Yes,"2016-12-05 11:25:35",No,No,No,"main entrance",2026-07-01,2026-07-01,key,N,2028-05-01,2023-03-01,,,38,22,,2025-12-15,,12,"Erin Lynch",718-236-1344,ELynch3@schools.nyc.gov
B16J-00545,FRX,"101 Walton Street","I.S. 318 Eugenio Maria De Hostos",14-K-318,K318,8,N,Brooklyn,11206,,No,Yes,"2023-04-26 09:48:38",No,No,No,"main entrance",2026-02-01,2026-02-01,key,N,2028-05-01,2023-04-01,,,36,29,"AED Marked Unavailable 
the trailer is locked for the summer. 07/18/17 PS",2025-12-10,"Rodney Riddick",7,"Adrienne Ciorciari",718-782-0589,aciorciari2@schools.nyc.gov
B16J-00546,FRX,"1084 Lenox Road","Middle School for Art and Philosophy",18-K-588,K252,,N,Brooklyn,11212,,No,Yes,"2016-12-13 12:45:41",No,No,No,"Outside Room 420",2026-01-01,2026-01-01,key,N,2022-09-01,2022-09-01,,,21,9,,2025-09-26,"Rodney Riddick",10,"Danielle Lamb",,dlamb2@schools.nyc.gov
B16J-00547,FRX,"2781 Pitkin Avenue","P.S. 159 Isaac Pitkin",19-K-159,K159,5,N,Brooklyn,11208,,No,Yes,"2016-11-07 15:27:31",No,No,No,"OUTSIDE ROOM 305",2026-01-01,2026-01-01,key,N,2022-07-01,,,,39,18,,2025-11-25,"Rodney Riddick",11,"Carla Jennings",718-277-4828,cjennings3@schools.nyc.gov
B16J-00549,FRX,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,Yes,"2016-12-05 10:46:39",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-05-01,2022-09-01,,,33,42,"Out with Coach: 2019-03-22 14:34:41
AED Marked Unavailable 
",2025-10-31,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
B16J-00550,FRX,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,Yes,"2016-12-05 10:46:41",No,No,No,PSAL,2026-07-01,2026-07-01,key,N,2028-12-01,2023-05-01,,,33,42,"Out with Coach: 2019-03-22 14:34:41
AED Marked Unavailable 
",2025-10-31,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
B16J-00551,FRX,"2021 Bergen Street","Brooklyn Collegiate: A College Board School",23-K-493,K055,K178,N,Brooklyn,11233,,No,Yes,"2016-11-16 13:39:45",No,No,No,"MAIN ENTRANCE",2026-02-01,2026-07-01,key,N,2028-05-01,,,,26,18,,2025-10-27,"Rodney Riddick",6,"Nalo Lewis",718-922-1145,nlewis7@schools.nyc.gov
B16J-00552,FRX,"100 Attorney Street","Manhattan Charter School",84-M-320,M142,MANCHART,N,"New York",10002,,No,Yes,"2018-04-12 16:12:13",No,No,No,"Across from room 308",2028-06-01,2026-02-01,key,N,2028-05-01,2023-09-01,,,6,2,"Delivered 1/10/2018, signed for by T.Reyes.
not installed. currently kept in room 303 with wall cab 1/30/18 - 01/30/18 (Dan Ermert)
wall mount not installed as of 3/13/18 - 03/13/18 (Richard Capobianco)",2026-02-11,"Taylor Litz",8,"Genie DePolo","212 533 2743",gdepolo@manhattancharterschool.org
B16J-00573,FRX,"1084 Lenox Road","Middle School for Art and Philosophy",18-K-588,K252,,N,Brooklyn,11212,,No,Yes,"2016-12-13 12:45:46",No,No,No,"Main Entrance",2026-01-01,2026-01-01,key,N,2028-05-01,2023-01-01,,,21,9,,2025-09-26,"Rodney Riddick",10,"Danielle Lamb",,dlamb2@schools.nyc.gov
B16J-00574,FRX,"600 Kingston Avenue","High School for Public Service: Heroes of Tomorrow",17-K-546,K470,,N,Brooklyn,11203,,No,Yes,"2016-11-11 15:52:34",No,No,No,"2nd FL OUTSIDE C202B/ELEVATOR",2026-07-01,2026-07-01,key,N,2024-08-01,2020-07-01,,,6,6,,2025-12-17,,0,"kavon baker","(718) 467-7400",kbaker6@schools.nyc.gov
B16J-00575,FRX,"600 Kingston Avenue","High School for Public Service: Heroes of Tomorrow",17-K-546,K470,,N,Brooklyn,11203,,No,Yes,"2016-11-11 15:52:33",No,No,No,"ground floor between exits 4 and 5",2026-07-01,2026-07-01,key,N,2025-01-01,2021-10-01,,,6,6,,2025-12-17,,0,"kavon baker","(718) 467-7400",kbaker6@schools.nyc.gov
B16J-00576,FRX,"2021 Bergen Street","Brooklyn Collegiate: A College Board School",23-K-493,K055,K178,N,Brooklyn,11233,,No,Yes,"2016-11-16 13:39:54",No,No,No,"OUTSIDE ROOM 211",2026-07-01,2026-07-01,key,N,2028-05-01,2023-07-01,,,26,18,,2025-10-27,"Rodney Riddick",6,"Nalo Lewis",718-922-1145,nlewis7@schools.nyc.gov
B16J-00577,FRX,"5800 Tilden Avenue","It Takes a Village Academy",18-K-563,K415,,N,Brooklyn,11203,,No,Yes,"2016-12-07 14:00:22",No,No,No,"Main Entrance",2028-04-01,2026-01-01,key,N,2025-01-01,2022-07-01,,,17,15,"
AED Marked Unavailable 
",2025-12-10,,12,"Jill DeSiano",718-629-2307,JDesian@schools.nyc.gov
B16J-00578,FRX,"5800 Tilden Avenue","It Takes a Village Academy",18-K-563,K415,,N,Brooklyn,11203,,No,Yes,"2016-12-07 14:00:26",No,No,No,"Outside Room 232",2028-04-01,2026-01-01,key,N,2029-06-01,2024-01-01,,,17,15,"
AED Marked Unavailable 
",2025-12-10,,12,"Jill DeSiano",718-629-2307,JDesian@schools.nyc.gov
B16J-00580,FRX,"111 Bristol Street","P.S. 327 Dr. Rose B. English",23-K-327,K327,5,N,Brooklyn,11212,,No,Yes,"2016-12-13 12:41:46",No,No,No,"Main Entrance",2026-07-01,2026-07-01,key,N,2024-12-01,2020-03-01,,,36,19,,2025-09-25,"Rodney Riddick",13,"Aileen Battle",718-495-7801,abattle@schools.nyc.gov
